nuts2,sbr,total_contracts,ref_gdp_c2,running_var,treatment,cycle,cycle_post,educ_share,pop_density,Service_Share,Agriculture_Share,log_pop_density,country,latitude,longitude,dist_brussels_km,dist_capital_km,post_communist,mediterranean,terrain_ruggedness,country_code,gov_effectiveness_norm,unemployment
CZ05,0.40638461733899905,379,68.33333333333333,-6.666666666666671,1,2,1,19.5,123.28571428571429,0.5204103272748649,0.03187370295472066,4.822583062593316,CZ,50.2093,15.8329,813.8,100.5,1.0,0.0,4.5,CZ,0.6665135773333334,5.5
CZ06,0.33213530088530085,197,76.0,1.0,0,2,1,25.457142857142856,123.32857142857142,0.5979140290596808,0.03503176053952729,4.822927830740155,CZ,49.1952,16.608,893.6,184.4,1.0,0.0,4.5,CZ,0.6665135773333334,6.666666667
CZ07,0.35637600494743354,174,65.0,-10.0,1,2,1,19.914285714285715,133.5,0.5173381271709456,0.03063578523961665,4.901564199041894,CZ,49.5938,17.2509,927.0,208.7,1.0,0.0,4.5,CZ,0.6665135773333334,7.8
CZ08,0.17806901238342038,891,68.66666666666667,-6.333333333333329,1,2,1,19.914285714285715,227.55714285714288,0.5332300347379781,0.017246247691995932,5.431786257219353,CZ,49.8209,18.2625,992.4,275.1,1.0,0.0,4.5,CZ,0.6665135773333334,11.46666667
DE11,0.16911126614710062,1643,151.66666666666666,76.66666666666666,0,2,1,32.94285714285714,388.0142857142857,0.5807521928723197,0.004391208586021641,5.963616067145378,DE,48.7758,9.1829,416.3,511.6,0.0,0.0,3.5,DE,0.8443326403333333,6.3
DE12,0.23418542767411735,699,137.66666666666666,62.66666666666666,0,2,1,31.91428571428571,403.64285714285717,0.682726131870216,0.003309269004413564,6.003004843846848,DE,49.0069,8.4037,355.1,525.4,0.0,0.0,3.5,DE,0.8443326403333333,6.766666667
DE13,0.4025524967643194,322,115.0,40.0,0,2,1,29.514285714285712,240.97142857142856,0.6251586041652925,0.007960673143842398,5.488819655432185,DE,47.999,7.8421,405.2,639.2,0.0,0.0,3.5,DE,0.8443326403333333,5.4
DE14,0.14271705353456213,213,125.33333333333333,50.33333333333333,0,2,1,31.071428571428573,209.65714285714284,0.582497804869284,0.0086209859616056,5.350231896500237,DE,48.5216,9.0576,426.1,540.3,0.0,0.0,3.5,DE,0.8443326403333333,5.766666667
DE21,0.21698652754620795,344,169.66666666666666,94.66666666666666,0,2,1,39.285714285714285,267.57142857142856,0.7128819504568419,0.004929167550005391,5.593116906768682,DE,48.1351,11.582,602.8,504.4,0.0,0.0,3.5,DE,0.8443326403333333,5.2
DE22,0.2112546238654613,344,110.66666666666667,35.66666666666667,0,2,1,22.12857142857143,118.91428571428571,0.5778588077436293,0.019814780926929395,4.786777201844177,DE,48.88,12.87,648.2,406.5,0.0,0.0,3.5,DE,0.8443326403333333,6.033333333
DE23,0.09002397297591805,116,117.0,42.0,0,2,1,25.728571428571428,113.81428571428572,0.5900016267646425,0.01336708616125373,4.743315916163359,DE,49.4401,12.096,573.4,354.5,0.0,0.0,3.5,DE,0.8443326403333333,6.233333333
DE24,0.1188293879295577,117,104.33333333333333,29.33333333333333,0,2,1,24.914285714285715,147.17142857142858,0.6531159091611958,0.010438105210863356,4.998369904609196,DE,49.9774,10.9496,477.3,330.3,0.0,0.0,3.5,DE,0.8443326403333333,9.2
DE25,0.1505712332780002,121,129.0,54.0,0,2,1,30.157142857142855,242.27142857142857,0.6796326503700449,0.006518035023735679,5.494177809977246,DE,49.4521,10.996,498.1,380.5,0.0,0.0,3.5,DE,0.8443326403333333,7.766666667
DE26,0.15427489177489176,102,116.66666666666667,41.66666666666667,0,2,1,27.857142857142858,154.02857142857144,0.6523393481094819,0.012813293988652743,5.043609431729464,DE,49.7913,9.9534,414.6,387.2,0.0,0.0,3.5,DE,0.8443326403333333,6.8
DE27,0.18253401360544216,154,114.0,39.0,0,2,1,26.87142857142857,187.74285714285716,0.6134751942241967,0.012179306197662299,5.240385544461321,DE,48.3705,10.8978,546.1,494.3,0.0,0.0,3.5,DE,0.8443326403333333,5.966666667
DE30,0.1962898318509018,1628,115.66666666666667,40.66666666666667,0,2,1,40.05714285714286,4166.728571428571,0.8625744852813242,6.0917786852689016e-05,8.335126459294575,DE,52.52,13.405,650.6,0.0,0.0,0.0,3.5,DE,0.8443326403333333,18.16666667
DE50,0.26531055684685223,150,156.33333333333334,81.33333333333334,0,2,1,28.099999999999998,1693.8428571428572,0.7442605902947966,0.001061982160340475,7.435345305866513,DE,53.0793,8.8017,392.8,315.6,0.0,0.0,3.5,DE,0.8443326403333333,14.33333333
DE60,0.18579764572974597,707,212.33333333333334,137.33333333333334,0,2,1,35.9,2507.6428571428573,0.8383889634236101,0.0007047567983489848,7.827497191532523,DE,53.5511,9.9937,487.6,255.3,0.0,0.0,3.5,DE,0.8443326403333333,9.8
DE71,0.19211463140034568,122,169.33333333333334,94.33333333333334,0,2,1,33.34285714285714,533.0428571428572,0.7932459846985402,0.0018889759941133042,6.280476092561618,DE,49.8728,8.6512,323.7,443.0,0.0,0.0,3.5,DE,0.8443326403333333,7.8
DE72,0.17081077607393397,385,106.33333333333333,31.33333333333333,0,2,1,28.0,193.64285714285714,0.6802703119752538,0.006066551367260232,5.271166377482086,DE,50.5558,8.6859,306.9,392.6,0.0,0.0,3.5,DE,0.8443326403333333,8.266666667
DE73,0.3,93,109.33333333333333,34.33333333333333,0,2,1,24.942857142857143,146.78571428571428,0.6969663189664228,0.010068506698801468,4.995763348130285,DE,51.3127,9.4797,361.8,300.8,0.0,0.0,3.5,DE,0.8443326403333333,8.6
DE80,0.16157095948782935,788,79.0,4.0,0,2,1,25.814285714285713,70.6,0.7575483229785408,0.031728230957513925,4.2710950739666,DE,53.6355,12.7025,646.9,132.6,0.0,0.0,3.5,DE,0.8443326403333333,19.36666667
DE91,0.19081926203877422,150,128.66666666666666,53.66666666666666,0,2,1,27.642857142857142,196.71428571428572,0.588396918785058,0.008948705585457203,5.286822987122302,DE,52.3759,9.732,408.3,249.4,0.0,0.0,3.5,DE,0.8443326403333333,10.2
DE92,0.16083936069736712,1143,113.66666666666667,38.66666666666667,0,2,1,26.614285714285717,236.94285714285712,0.7410492650751893,0.011134088761715922,5.472030548805391,DE,52.3759,9.732,408.3,249.4,0.0,0.0,3.5,DE,0.8443326403333333,9.8
DE93,0.20120407137213858,189,82.66666666666667,7.666666666666671,0,2,1,23.514285714285712,110.22857142857143,0.7179220997689054,0.031790936598527005,4.711587286121042,DE,53.2435,10.4014,491.7,217.0,0.0,0.0,3.5,DE,0.8443326403333333,8.7
DE94,0.07738095238095237,78,103.0,28.0,0,2,1,21.614285714285717,167.77142857142857,0.6583686401901705,0.033509909806312035,5.128545305817822,DE,53.0793,8.8017,392.8,315.6,0.0,0.0,3.5,DE,0.8443326403333333,8.9
DEA1,0.21468435960201143,422,133.33333333333334,58.33333333333334,0,2,1,26.071428571428573,994.5285714285714,0.7603431395658724,0.004085097974117326,6.903273823673584,DE,51.2277,6.7735,174.4,477.2,0.0,0.0,3.5,DE,0.8443326403333333,9.7
DEA2,0.24292148529171395,488,130.33333333333334,55.33333333333334,0,2,1,30.142857142857142,606.0714285714286,0.7793690950939974,0.0032266350970037265,6.408646458883368,DE,50.9375,6.9603,183.2,477.3,0.0,0.0,3.5,DE,0.8443326403333333,8.766666667
DEA3,0.14668488972756202,508,103.0,28.0,0,2,1,24.542857142857144,378.12857142857143,0.7130224583887462,0.014002654301026424,5.937875386151838,DE,51.9607,7.6261,258.5,398.3,0.0,0.0,3.5,DE,0.8443326403333333,8.633333333
DEA4,0.1477797260343343,164,111.66666666666667,36.66666666666667,0,2,1,23.271428571428572,315.04285714285714,0.6538015256285495,0.008180343061876703,5.755877828260628,DE,51.7149,8.7573,321.1,329.7,0.0,0.0,3.5,DE,0.8443326403333333,9.433333333
DEA5,0.14592419963936992,222,105.66666666666667,30.66666666666667,0,2,1,22.75714285714286,448.2285714285714,0.6771010375645093,0.004094856893457542,6.107531825980862,DE,51.4556,7.0116,197.3,453.3,0.0,0.0,3.5,DE,0.8443326403333333,11.03333333
DEB1,0.24857087965640598,548,97.0,22.0,0,2,1,24.400000000000002,185.44285714285712,0.6899760664965966,0.008995195058444042,5.228124796118169,DE,50.3569,7.589,234.9,469.2,0.0,0.0,3.5,DE,0.8443326403333333,7.6
DEB2,0.0879774986917844,102,92.33333333333333,17.33333333333333,0,2,1,27.7,107.72857142857143,0.6680660232771508,0.01725304368473484,4.688854606218032,DE,49.749,6.6371,203.3,563.5,0.0,0.0,3.5,DE,0.8443326403333333,6.3
DEB3,0.09618366129994037,197,112.66666666666667,37.66666666666667,0,2,1,28.657142857142862,299.74285714285713,0.6390975922905743,0.018261102220410268,5.70625560442431,DE,49.9929,8.2473,291.9,455.6,0.0,0.0,3.5,DE,0.8443326403333333,7.966666667
DED2,0.33096296439557793,1067,88.66666666666667,13.666666666666671,0,2,1,31.542857142857144,204.34285714285716,0.6936824294406936,0.01052182378462885,5.324681055979029,DE,51.0504,13.7373,657.4,165.0,0.0,0.0,3.5,DE,0.8443326403333333,16.0
DEE0,0.21402953827819005,532,81.0,6.0,0,2,1,22.771428571428572,109.51428571428572,0.6642958548611525,0.02327856930590397,4.705144795083771,DE,51.9503,11.6923,523.5,132.7,0.0,0.0,3.5,DE,0.8443326403333333,17.96666667
DEF0,0.24350699676315843,386,98.33333333333333,23.33333333333333,0,2,1,24.5,185.21428571428572,0.7455414045325848,0.014227961700354968,5.226898084318243,DE,54.3233,10.1228,548.4,295.8,0.0,0.0,3.5,DE,0.8443326403333333,9.133333333
DEG0,0.12842398709399952,659,80.0,5.0,0,2,1,27.542857142857144,133.18571428571428,0.6584446477775023,0.016637612876995396,4.899224767945157,DE,50.9787,11.0328,468.4,236.7,0.0,0.0,3.5,DE,0.8443326403333333,15.56666667
DK01,0.15968417063786514,2008,152.66666666666666,77.66666666666666,0,2,1,50.199999999999996,732.8285714285714,0.8197502865931743,0.0011662376196191937,6.598275447424525,DK,55.6761,12.5683,764.9,0.0,0.0,0.0,1.0,DK,0.9300466123333332,4.3
DK02,0.09121839080043569,1497,87.0,12.0,0,2,1,29.97142857142857,116.74285714285713,0.7300072134280475,0.019551915508368028,4.7685030698494035,DK,55.2924,11.9836,709.1,56.4,0.0,0.0,1.0,DK,0.9300466123333332,3.6
DK03,0.12532264637068555,782,112.66666666666667,37.66666666666667,0,2,1,31.614285714285717,100.81428571428572,0.7162650812507062,0.020987582337715745,4.623150425452511,DK,55.4038,8.6511,581.7,248.3,0.0,0.0,1.0,DK,0.9300466123333332,3.5
DK04,0.1496911238272717,1304,115.66666666666667,40.66666666666667,0,2,1,36.642857142857146,101.74285714285715,0.7375822334401894,0.0191111406315308,4.632229334102098,DK,56.1629,9.5519,683.1,195.6,0.0,0.0,1.0,DK,0.9300466123333332,3.3
DK05,0.09106941108407725,920,109.0,34.0,0,2,1,30.557142857142857,75.61428571428571,0.7168719140028357,0.03332662643115077,4.338783556933566,DK,57.0488,9.9217,779.1,223.3,0.0,0.0,1.0,DK,0.9300466123333332,4.4
EE00,0.21428571428571427,20,68.33333333333333,-6.666666666666671,1,2,1,38.44285714285714,30.37142857142857,0.7079288717860485,0.027265587801510043,3.4458975605800624,EE,59.437,24.7536,1599.4,0.0,1.0,0.0,1.5,EE,0.704361563,6.166666667
ES11,0.2684840451659255,2000,88.66666666666667,13.666666666666671,0,2,1,36.55714285714286,92.39999999999999,0.6951424728106249,0.05674853614191471,4.536891345234797,ES,43.263,-2.935,1007.1,322.8,0.0,1.0,5.5,ES,0.7367479636666667,8.633333333
ES12,0.2619931448150933,420,92.33333333333333,17.33333333333333,0,2,1,41.6,97.82857142857142,0.7283351209942583,0.01503797933391998,4.593386747447755,ES,43.3614,-5.8593,1134.0,372.9,0.0,1.0,5.5,ES,0.7367479636666667,9.2
ES13,0.26489803837554243,631,96.33333333333333,21.33333333333333,0,2,1,40.01428571428572,110.65714285714286,0.7066464174978553,0.015027356077907771,4.71543295167326,ES,43.0,-4.0,1077.5,288.3,0.0,1.0,5.5,ES,0.7367479636666667,7.0
ES21,0.33432001454884464,2987,128.66666666666666,53.66666666666666,0,2,1,49.55714285714286,301.9428571428571,0.6858906977695322,0.007822136118847946,5.713544197436384,ES,42.8125,-2.6863,1040.8,279.5,0.0,1.0,5.5,ES,0.7367479636666667,6.933333333
ES22,0.22795537795537796,470,126.0,51.0,0,2,1,45.128571428571426,62.228571428571435,0.5999480064841921,0.037717348895933145,4.146756278561636,ES,42.8172,-1.6432,1002.1,317.1,0.0,1.0,5.5,ES,0.7367479636666667,5.266666667
ES23,0.17857142857142858,26,109.0,34.0,0,2,1,38.142857142857146,62.357142857142854,0.6080539771520843,0.06236078905293533,4.148787652694321,ES,42.4628,-2.445,1066.1,250.5,0.0,1.0,5.5,ES,0.7367479636666667,6.1
ES24,0.23533865124774217,883,111.66666666666667,36.66666666666667,0,2,1,37.371428571428574,27.842857142857145,0.6515154927411452,0.06149193319673907,3.3618623762634785,ES,41.6488,-0.8891,1099.0,272.9,0.0,1.0,5.5,ES,0.7367479636666667,5.566666667
ES30,0.20794990486438333,4801,136.33333333333334,61.33333333333334,0,2,1,47.74285714285714,819.6857142857143,0.8646670470010395,0.0007203680660626622,6.710140227740794,ES,40.4168,-3.7038,1316.6,0.0,0.0,1.0,5.5,ES,0.7367479636666667,6.433333333
ES41,0.27676543987647434,896,93.66666666666667,18.66666666666667,0,2,1,36.05714285714286,25.957142857142856,0.679223320978003,0.049160779061362,3.294248303319191,ES,40.4637,-3.7492,1313.6,6.5,0.0,1.0,5.5,ES,0.7367479636666667,8.0
ES42,0.19610843559902147,934,84.0,9.0,0,2,1,28.414285714285715,25.857142857142858,0.628566332454475,0.089024463392417,3.2905318137746358,ES,40.4168,-3.7038,1316.6,0.0,0.0,1.0,5.5,ES,0.7367479636666667,8.566666667
ES43,0.15930116152707183,496,73.0,-2.0,1,2,1,26.414285714285715,26.314285714285713,0.6696808078602652,0.08151146956855716,3.3074098515619874,ES,39.4699,-0.3763,1317.9,302.6,0.0,1.0,5.5,ES,0.7367479636666667,14.0
ES51,0.14178235559852445,5144,119.33333333333333,44.33333333333333,0,2,1,39.699999999999996,234.4857142857143,0.746555454562828,0.011500670645387205,5.461650250409349,ES,41.6523,0.889,1056.5,408.9,0.0,1.0,5.5,ES,0.7367479636666667,6.633333333
ES52,0.19431222651648858,1270,91.66666666666667,16.66666666666667,0,2,1,34.471428571428575,214.4,0.7283464760411099,0.023798559080874027,5.372496764722288,ES,39.4699,-0.3763,1317.9,302.6,0.0,1.0,5.5,ES,0.7367479636666667,8.633333333
ES53,0.29735575592353086,1005,111.0,36.0,0,2,1,30.27142857142857,233.3857142857143,0.8484344669059638,0.006054015113914689,5.456968109965524,ES,39.5696,2.6502,1261.3,549.3,0.0,1.0,5.5,ES,0.7367479636666667,6.966666667
ES61,0.1429508141671026,2271,78.66666666666667,3.6666666666666714,0,2,1,29.800000000000004,97.04285714285716,0.7463892368928166,0.06871726910536612,4.585404700859276,ES,37.3891,-5.9845,1705.4,390.2,0.0,1.0,5.5,ES,0.7367479636666667,13.06666667
ES62,0.33963886326677784,1030,86.33333333333333,11.333333333333329,0,2,1,29.82857142857143,130.78571428571428,0.6781270190883052,0.05464042839206199,4.881177226859369,ES,37.9922,-1.1307,1493.5,349.0,0.0,1.0,5.5,ES,0.7367479636666667,7.8
ES63,0.2708333333333333,28,82.66666666666667,7.666666666666671,0,2,1,25.47142857142857,4301.214285714285,0.90597983783277,0.0016899460259567067,8.36688511930643,ES,35.2894,-2.9332,1826.5,574.1,0.0,1.0,5.5,ES,0.7367479636666667,20.63333333
ES64,0.175,33,79.66666666666667,4.666666666666671,0,2,1,29.585714285714285,6177.771428571429,0.9195180006013717,0.00045354343943879475,8.728874732723014,ES,35.2923,-2.9381,1826.3,573.8,0.0,1.0,5.5,ES,0.7367479636666667,15.36666667
ES70,0.26353317875187743,1079,86.33333333333333,11.333333333333329,0,2,1,30.042857142857144,292.31428571428575,0.8631036049624853,0.016391589555572635,5.681244681630835,ES,28.2916,-16.6291,3063.1,1791.9,0.0,1.0,5.5,ES,0.7367479636666667,11.26666667
FI19,0.2038749130699595,267,108.0,33.0,0,2,1,42.08571428571429,23.67142857142857,0.6383600004360347,0.036419070079909514,3.2056458360973195,FI,60.1699,24.9384,1647.6,0.0,0.0,0.0,2.5,FI,0.9087562916666668,7.7
FI20,0.5,4,139.33333333333334,64.33333333333334,0,2,1,33.47142857142857,18.900000000000002,0.8050161431164218,0.022145652623605825,2.990719731730447,FI,60.4518,22.2666,1540.9,150.4,0.0,0.0,2.5,FI,0.9087562916666668,
FR10,0.11664301412872653,10948,171.0,96.0,0,2,1,48.642857142857146,1018.657142857143,0.8747195590344942,0.0007400983230988524,6.927221715318687,FR,48.8566,2.3522,264.0,0.0,0.0,1.0,4.0,FR,0.8178900956666666,8.3
HR03,0.514379967011546,209,61.666666666666664,-13.333333333333336,1,2,1,24.885714285714283,56.371428571428574,0.7535391335225278,0.021336392734303943,4.049546419322207,HR,45.815,15.9819,1024.2,0.0,1.0,1.0,5.0,HR,0.5803442656666666,9.3
HU21,0.2320054945054945,89,56.0,-19.0,1,2,1,19.900000000000002,99.15714285714286,0.4673990826913395,0.05067645346587179,4.606740381157609,HU,47.6875,16.5886,953.5,185.0,1.0,0.0,2.0,HU,0.6408221420000001,5.733333333
HU22,0.5989404132561369,227,62.0,-13.0,1,2,1,21.0,88.17142857142858,0.47249444165330556,0.04938036546310776,4.490560680781366,HU,46.0727,18.2283,1150.4,170.1,1.0,0.0,2.0,HU,0.6408221420000001,5.6
HU23,0.4335978835978836,80,42.666666666666664,-32.333333333333336,1,2,1,18.342857142857145,64.81428571428572,0.6093344576065658,0.1023016925275213,4.186836922886558,HU,46.0727,18.2283,1150.4,170.1,1.0,0.0,2.0,HU,0.6408221420000001,9.3
HU31,0.2787985369586431,185,38.333333333333336,-36.666666666666664,1,2,1,17.314285714285713,85.88571428571429,0.5209163798796524,0.04529778369140878,4.464593626187951,HU,47.5316,21.6273,1305.1,194.3,1.0,0.0,2.0,HU,0.6408221420000001,11.36666667
HU32,0.3998438719750195,132,39.333333333333336,-35.666666666666664,1,2,1,18.071428571428573,84.04285714285713,0.5835800570774106,0.09989610955157575,4.443155331104031,HU,47.0902,20.1424,1223.2,94.7,1.0,0.0,2.0,HU,0.6408221420000001,10.2
HU33,0.28615768004064196,281,42.333333333333336,-32.666666666666664,1,2,1,20.17142857142857,69.05714285714285,0.5723849596145639,0.10762256200314291,4.249311235566688,HU,46.253,20.1414,1266.4,161.8,1.0,0.0,2.0,HU,0.6408221420000001,8.033333333
ITC1,0.20146815665861997,819,112.33333333333333,37.33333333333333,0,2,1,18.014285714285716,174.95714285714286,0.6995251987713033,0.016071238925575496,5.170240458892125,IT,45.0703,7.6869,688.8,523.9,0.0,1.0,6.0,IT,0.5750435213333333,4.333333333
ITC2,0.4801587301587302,28,144.66666666666666,69.66666666666666,0,2,1,17.285714285714285,39.05714285714286,0.8048446073026755,0.012202372825951368,3.6903070061051215,IT,45.4384,10.9916,777.1,411.3,0.0,1.0,6.0,IT,0.5750435213333333,3.1
ITC3,0.29102887482983425,949,118.0,43.0,0,2,1,20.557142857142857,290.14285714285717,0.7977097350444435,0.010609563347511636,5.673814064727357,IT,45.6495,9.1766,679.4,494.5,0.0,1.0,6.0,IT,0.5750435213333333,5.133333333
ITC4,0.2660337850848049,4093,144.0,69.0,0,2,1,20.142857142857142,436.8142857142857,0.7294122084593775,0.01014699102922909,6.08179481524229,IT,45.4642,9.19,697.9,476.9,0.0,1.0,6.0,IT,0.5750435213333333,3.733333333
ITF1,0.20125259743851084,359,91.0,16.0,0,2,1,18.52857142857143,122.68571428571428,0.717223418175834,0.031047774355046347,4.817743785952567,IT,41.563,14.663,1299.7,183.7,0.0,1.0,6.0,IT,0.5750435213333333,6.9
ITF2,0.196969696969697,19,87.33333333333333,12.333333333333329,0,2,1,18.728571428571428,69.91428571428571,0.7548223156322352,0.05426350249038504,4.2614719042751386,IT,41.4618,14.2681,1291.1,155.1,0.0,1.0,6.0,IT,0.5750435213333333,9.3
ITF3,0.368144599142853,1546,72.33333333333333,-2.6666666666666714,1,2,1,15.328571428571427,429.74285714285713,0.799708047243991,0.02513835034473233,6.065511292897613,IT,40.8518,14.2681,1348.7,188.4,0.0,1.0,6.0,IT,0.5750435213333333,13.0
ITF4,0.3712797757828814,456,68.0,-7.0,1,2,1,14.285714285714286,209.95714285714286,0.7927892153686334,0.03893951206872546,5.351654998424415,IT,41.1171,16.8719,1447.7,374.6,0.0,1.0,6.0,IT,0.5750435213333333,12.76666667
ITF5,0.3113630157022288,803,78.0,3.0,0,2,1,16.214285714285715,57.41428571428571,0.6516612466209085,0.05247339808335283,4.067560478315284,IT,40.6387,15.8057,1438.5,310.2,0.0,1.0,6.0,IT,0.5750435213333333,10.76666667
ITF6,0.22296433725005155,137,67.33333333333333,-7.666666666666671,1,2,1,15.428571428571429,130.14285714285714,0.8378507242540187,0.04668777199065958,4.876287241565177,IT,38.9076,16.5887,1636.5,480.5,0.0,1.0,6.0,IT,0.5750435213333333,12.73333333
ITG1,0.37209368782771923,728,69.66666666666667,-5.333333333333329,1,2,1,13.714285714285714,196.24285714285716,0.8361151506143069,0.04258884981882453,5.2844357468667935,IT,38.1157,13.3615,1583.4,427.5,0.0,1.0,6.0,IT,0.5750435213333333,14.13333333
ITG2,0.29902994507236186,1532,78.0,3.0,0,2,1,15.785714285714286,69.0,0.8231671819050683,0.04363692067177811,4.248495242049359,IT,40.1209,9.0129,1246.5,353.1,0.0,1.0,6.0,IT,0.5750435213333333,11.13333333
LU00,0.1902816173329413,665,273.6666666666667,198.66666666666669,0,2,1,43.957142857142856,229.4,0.8728456846293875,0.0025377225201985024,5.439816928821736,LU,49.6116,6.1319,187.1,0.0,0.0,0.0,3.5,LU,0.8634006260000001,4.433333333
LV00,0.13925957432351224,30868,54.666666666666664,-20.333333333333336,1,2,1,33.785714285714285,30.900000000000002,0.7310951318492024,0.0423379701160672,3.462606009790799,LV,56.9496,24.1052,1453.8,0.0,1.0,0.0,1.5,LV,0.5870570996666666,7.7
