nuts2,sbr,total_contracts,ref_gdp_c1,running_var,treatment,cycle,cycle_post,educ_share,pop_density,Service_Share,Agriculture_Share,log_pop_density,country,latitude,longitude,dist_brussels_km,dist_capital_km,post_communist,mediterranean,terrain_ruggedness,country_code,gov_effectiveness_norm,unemployment
DE60,0.1805660863885694,364,226.33333333333334,151.33333333333334,0,1,0,29.857142857142858,2320.2571428571428,0.8390327583032884,0.0009181161565889685,7.749864189821962,DE,53.5511,9.9937,487.6,255.3,0.0,0.0,3.5,DE,0.854465749,7.666666667
DE71,0.20265151515151514,66,181.0,106.0,0,1,0,29.914285714285715,508.12857142857143,0.792177032891774,0.002174755298055486,6.232700580780352,DE,49.8728,8.6512,323.7,443.0,0.0,0.0,3.5,DE,0.854465749,5.266666667
DE72,0.04137159137159137,177,109.33333333333333,34.33333333333333,0,1,0,26.585714285714285,192.9857142857143,0.6862743429040984,0.0072267802400492335,5.267784518649436,DE,50.5558,8.6859,306.9,392.6,0.0,0.0,3.5,DE,0.854465749,5.766666667
DE73,0.14523809523809522,88,114.0,39.0,0,1,0,23.87142857142857,147.15714285714284,0.7027176900333486,0.012078199217918247,4.998273486540375,DE,51.3127,9.4797,361.8,300.8,0.0,0.0,3.5,DE,0.854465749,7.1
DE80,0.10797060405594182,228,79.33333333333333,4.333333333333329,0,1,0,26.514285714285712,70.7,0.7634011994060794,0.036354012489244074,4.272490747605575,DE,53.6355,12.7025,646.9,132.6,0.0,0.0,3.5,DE,0.854465749,18.0
DE91,0.09075600325600326,162,131.33333333333334,56.33333333333334,0,1,0,23.02857142857143,198.0142857142857,0.6225969369245857,0.009899643437815913,5.293376609656866,DE,52.3759,9.732,408.3,249.4,0.0,0.0,3.5,DE,0.854465749,8.166666667
DE92,0.10762903764443106,967,117.0,42.0,0,1,0,25.02857142857143,235.0142857142857,0.7265250994569904,0.011844678407710736,5.463892335881233,DE,52.3759,9.732,408.3,249.4,0.0,0.0,3.5,DE,0.854465749,7.066666667
DE93,0.14155693557970597,124,87.33333333333333,12.333333333333329,0,1,0,21.085714285714285,108.68571428571428,0.7383806489621071,0.02964717943641431,4.697619133511384,DE,53.2435,10.4014,491.7,217.0,0.0,0.0,3.5,DE,0.854465749,6.133333333
DE94,0.016017316017316017,82,107.0,32.0,0,1,0,20.75714285714286,164.35714285714286,0.668036951784111,0.030702993661944702,5.108107636905076,DE,53.0793,8.8017,392.8,315.6,0.0,0.0,3.5,DE,0.854465749,5.8
DEA1,0.18348498046142012,351,135.33333333333334,60.33333333333334,0,1,0,23.17142857142857,972.1285714285714,0.7241305631405242,0.004078736793625995,6.880516212643002,DE,51.2277,6.7735,174.4,477.2,0.0,0.0,3.5,DE,0.854465749,6.7
DEA2,0.1016406226073272,317,142.0,67.0,0,1,0,27.571428571428573,591.1,0.7711903107495,0.003432280017460716,6.38367553953773,DE,50.9375,6.9603,183.2,477.3,0.0,0.0,3.5,DE,0.854465749,6.0
DEA3,0.0370336159981482,625,104.33333333333333,29.33333333333333,0,1,0,22.142857142857142,375.0,0.6978115153523702,0.012762850482889502,5.929589143389895,DE,51.9607,7.6261,258.5,398.3,0.0,0.0,3.5,DE,0.854465749,5.966666667
DEA4,0.03333333333333333,35,118.0,43.0,0,1,0,20.985714285714288,312.92857142857144,0.6515528230328353,0.008756583180996853,5.749165480504018,DE,51.7149,8.7573,321.1,329.7,0.0,0.0,3.5,DE,0.854465749,6.3
DEA5,0.02976190476190476,129,106.66666666666667,31.66666666666667,0,1,0,20.071428571428573,455.0,0.6549843905224041,0.003730942260043988,6.1224928095143865,DE,51.4556,7.0116,197.3,453.3,0.0,0.0,3.5,DE,0.854465749,7.566666667
DEB1,0.23723763009477294,63,102.33333333333333,27.33333333333333,0,1,0,21.02857142857143,184.6285714285714,0.686056266946416,0.009694424193733916,5.2237477493911175,DE,50.3569,7.589,234.9,469.2,0.0,0.0,3.5,DE,0.854465749,5.7
DEB2,0.12337662337662338,25,95.66666666666667,20.66666666666667,0,1,0,25.285714285714285,104.89999999999999,0.6706749644424915,0.018843435322662163,4.662495252607361,DE,49.749,6.6371,203.3,563.5,0.0,0.0,3.5,DE,0.854465749,4.7
DEB3,0.12222222222222223,63,118.66666666666667,43.66666666666667,0,1,0,26.414285714285715,294.0285714285714,0.6264170694768157,0.01959452994571114,5.687072203950181,DE,49.9929,8.2473,291.9,455.6,0.0,0.0,3.5,DE,0.854465749,5.9
DED2,0.3588219781404356,158,86.66666666666667,11.666666666666671,0,1,0,33.77142857142857,204.15714285714284,0.6978168885809228,0.01092472563137521,5.32377623601126,DE,51.0504,13.7373,657.4,165.0,0.0,0.0,3.5,DE,0.854465749,16.9
DEE0,0.1277961958341705,224,79.0,4.0,0,1,0,24.82857142857143,114.18571428571428,0.6613741886842638,0.024886055508832994,4.746545732635663,DE,51.9503,11.6923,523.5,132.7,0.0,0.0,3.5,DE,0.854465749,19.76666667
DEF0,0.14517299514100435,551,109.0,34.0,0,1,0,23.185714285714287,178.6142857142857,0.7503076620180865,0.01573973278227849,5.1908116945438225,DE,54.3233,10.1228,548.4,295.8,0.0,0.0,3.5,DE,0.854465749,6.833333333
DEG0,0.1298452209166495,282,79.0,4.0,0,1,0,28.814285714285713,137.9,0.664791387926102,0.01858023571698621,4.933754249760298,DE,50.9787,11.0328,468.4,236.7,0.0,0.0,3.5,DE,0.854465749,14.16666667
DK01,0.08807643102148545,1586,154.0,79.0,0,1,0,43.41428571428571,661.1285714285714,0.8406977339541599,0.0011560654118523655,6.495459753738868,DK,55.6761,12.5683,764.9,0.0,0.0,0.0,1.0,DK,0.9158412935,
DK02,0.0618653201500122,1008,91.66666666666667,16.66666666666667,0,1,0,27.12857142857143,112.94285714285715,0.765525393254371,0.01799186419408109,4.735697069592315,DK,55.2924,11.9836,709.1,56.4,0.0,0.0,1.0,DK,0.9158412935,
DK03,0.07252923893532477,718,114.66666666666667,39.66666666666667,0,1,0,26.957142857142856,98.0,0.7169647138885585,0.022926978991408973,4.59511985013459,DK,55.4038,8.6511,581.7,248.3,0.0,0.0,1.0,DK,0.9158412935,
DK04,0.06026068438488538,809,119.66666666666667,44.66666666666667,0,1,0,30.928571428571427,96.08571428571429,0.7354244468113682,0.020105207067868513,4.575594240742464,DK,56.1629,9.5519,683.1,195.6,0.0,0.0,1.0,DK,0.9158412935,
DK05,0.0733471519669344,541,111.33333333333333,36.33333333333333,0,1,0,27.5,73.31428571428572,0.725750545226295,0.03036795843123824,4.3083032039592375,DK,57.0488,9.9217,779.1,223.3,0.0,0.0,1.0,DK,0.9158412935,
EE00,0.5,3,44.666666666666664,-30.333333333333336,1,1,0,35.857142857142854,30.642857142857142,0.6770502770265887,0.037466585747954285,3.454512440429877,EE,59.437,24.7536,1599.4,0.0,1.0,0.0,1.5,EE,0.6321529935,12.16666667
ES11,0.1774995902737457,1002,77.33333333333333,2.3333333333333286,0,1,0,30.300000000000004,94.18571428571428,0.6569642373736961,0.05140111986362876,4.555829870513178,ES,43.263,-2.935,1007.1,322.8,0.0,1.0,5.5,ES,0.8403762035,12.73333333
ES12,0.1877591706539075,97,82.33333333333333,7.333333333333329,0,1,0,33.31428571428571,101.37142857142858,0.6798288132734748,0.015509560142799061,4.62860765581554,ES,43.3614,-5.8593,1134.0,372.9,0.0,1.0,5.5,ES,0.8403762035,11.93333333
ES13,0.11283333905540105,218,93.0,18.0,0,1,0,34.81428571428571,111.38571428571429,0.6708183322220188,0.016978142433281933,4.721936832279884,ES,43.0,-4.0,1077.5,288.3,0.0,1.0,5.5,ES,0.8403762035,10.36666667
ES21,0.13950204239499578,1223,120.33333333333333,45.33333333333333,0,1,0,44.05714285714286,301.88571428571424,0.6491889144073285,0.008030780650677364,5.713355553783684,ES,42.8125,-2.6863,1040.8,279.5,0.0,1.0,5.5,ES,0.8403762035,10.23333333
ES22,0.027299615498373262,107,125.66666666666667,50.66666666666667,0,1,0,38.371428571428574,60.91428571428571,0.5812062599161265,0.03408480907200755,4.125750940046945,ES,42.8172,-1.6432,1002.1,317.1,0.0,1.0,5.5,ES,0.8403762035,4.633333333
ES23,0.14523809523809522,20,110.0,35.0,0,1,0,33.57142857142857,63.285714285714285,0.5785947516377219,0.05691849165273179,4.163337433709052,ES,42.4628,-2.445,1066.1,250.5,0.0,1.0,5.5,ES,0.8403762035,6.6
ES24,0.1692277570628097,519,105.66666666666667,30.66666666666667,0,1,0,33.55714285714286,28.142857142857142,0.6271821780871207,0.05122534468552732,3.372209844788903,ES,41.6488,-0.8891,1099.0,272.9,0.0,1.0,5.5,ES,0.8403762035,5.966666667
ES30,0.13462094274119382,1819,130.66666666666666,55.66666666666666,0,1,0,41.771428571428565,796.5428571428572,0.8367447030318742,0.0008063023088385059,6.681535572579176,ES,40.4168,-3.7038,1316.6,0.0,0.0,1.0,5.5,ES,0.8403762035,8.7
ES41,0.17842261907310195,336,89.33333333333333,14.333333333333329,0,1,0,31.885714285714283,27.071428571428573,0.6444481148044963,0.052653908327384306,3.3347522822540028,ES,40.4637,-3.7492,1313.6,6.5,0.0,1.0,5.5,ES,0.8403762035,11.36666667
ES42,0.19413632119514473,177,79.66666666666667,4.666666666666671,0,1,0,24.142857142857142,26.271428571428572,0.600188523497139,0.07200995703661882,3.3058395816763886,ES,40.4168,-3.7038,1316.6,0.0,0.0,1.0,5.5,ES,0.8403762035,10.36666667
ES43,0.17633271490414346,273,65.33333333333333,-9.666666666666671,1,1,0,23.2,26.957142857142856,0.6537827735345658,0.0639870163887013,3.330672725346717,ES,39.4699,-0.3763,1317.9,302.6,0.0,1.0,5.5,ES,0.8403762035,18.83333333
ES51,0.0638393728723847,3170,120.33333333333333,45.33333333333333,0,1,0,31.557142857142853,232.14285714285714,0.713219742759758,0.012041007791491759,5.451651386468739,ES,41.6523,0.889,1056.5,408.9,0.0,1.0,5.5,ES,0.8403762035,8.9
ES52,0.13420848814634237,213,94.66666666666667,19.66666666666667,0,1,0,28.385714285714283,215.54285714285714,0.7069106090012645,0.022114386707008486,5.377788482322615,ES,39.4699,-0.3763,1317.9,302.6,0.0,1.0,5.5,ES,0.8403762035,10.76666667
ES53,0.1999690785405071,126,122.0,47.0,0,1,0,23.142857142857142,216.35714285714286,0.8136704137906173,0.004492519321639262,5.381541820281712,ES,39.5696,2.6502,1261.3,549.3,0.0,1.0,5.5,ES,0.8403762035,6.0
ES61,0.16142873242891725,1155,73.66666666666667,-1.3333333333333286,1,1,0,25.614285714285717,95.61428571428571,0.7212823430179887,0.05323887254344257,4.570726615525581,ES,37.3891,-5.9845,1705.4,390.2,0.0,1.0,5.5,ES,0.8403762035,20.3
ES62,0.12289558150744136,267,84.66666666666667,9.666666666666671,0,1,0,25.314285714285713,128.07142857142858,0.6654527487973072,0.04224026777406017,4.86036596097697,ES,37.9922,-1.1307,1493.5,349.0,0.0,1.0,5.5,ES,0.8403762035,10.66666667
ES63,0.1111111111111111,8,80.33333333333333,5.333333333333329,0,1,0,20.842857142857145,4160.314285714286,0.8872299948582931,0.00178673138644606,8.333586237424585,ES,35.2894,-2.9332,1826.5,574.1,0.0,1.0,5.5,ES,0.8403762035,26.0
ES64,0.15151515151515152,16,80.0,5.0,0,1,0,24.914285714285715,5767.071428571428,0.8928806852040464,0.000522486938227229,8.660093062482323,ES,35.2923,-2.9381,1826.3,573.8,0.0,1.0,5.5,ES,0.8403762035,21.2
ES70,0.18750763077885232,392,92.33333333333333,17.33333333333333,0,1,0,24.657142857142855,275.25714285714287,0.8281511706483469,0.01697196248508711,5.6213321089941335,ES,28.2916,-16.6291,3063.1,1791.9,0.0,1.0,5.5,ES,0.8403762035,11.86666667
FI19,0.19196882100581567,280,105.33333333333333,30.33333333333333,0,1,0,35.58571428571429,23.285714285714285,0.5948077826515216,0.03873191351147517,3.1898882879949486,FI,60.1699,24.9384,1647.6,0.0,0.0,0.0,2.5,FI,0.945090029,11.03333333
FI20,0.0,1,152.33333333333334,77.33333333333334,0,1,0,29.7,17.95714285714286,0.8279459891343526,0.021106675421955313,2.9421807922828487,FI,60.4518,22.2666,1540.9,150.4,0.0,0.0,2.5,FI,0.945090029,
FR10,0.10555365526907028,7411,185.33333333333334,110.33333333333334,0,1,0,40.01428571428572,983.5142857142857,0.867139831037946,0.0010219763653186316,6.892148408602938,FR,48.8566,2.3522,264.0,0.0,0.0,1.0,4.0,FR,0.825788493,8.1
HR03,1.0,1,47.333333333333336,-27.666666666666664,1,1,0,19.614285714285717,57.142857142857146,0.7199165571289117,0.02506590523630643,4.062903036387282,HR,45.815,15.9819,1024.2,0.0,1.0,1.0,5.0,HR,0.5512641005000001,
HU21,0.3761904761904762,115,52.666666666666664,-22.333333333333336,1,1,0,16.014285714285712,98.32857142857142,0.4741401602156796,0.05107999381188239,4.598433258049659,HU,47.6875,16.5886,953.5,185.0,1.0,0.0,2.0,HU,0.703521919,4.666666667
HU22,0.37931911895192855,65,61.333333333333336,-13.666666666666664,1,1,0,16.442857142857143,87.68571428571428,0.4941287522919608,0.05069080064164465,4.485098819813696,HU,46.0727,18.2283,1150.4,170.1,1.0,0.0,2.0,HU,0.703521919,3.966666667
HU23,0.025,32,42.0,-33.0,1,1,0,16.0,66.52857142857142,0.6172564806305549,0.0932991452293686,4.212550788743878,HU,46.0727,18.2283,1150.4,170.1,1.0,0.0,2.0,HU,0.703521919,7.766666667
HU31,0.14944702259973197,224,36.333333333333336,-38.666666666666664,1,1,0,14.957142857142857,89.97142857142856,0.5630841221493351,0.045561653440731986,4.51054548547486,HU,47.5316,21.6273,1305.1,194.3,1.0,0.0,2.0,HU,0.703521919,8.766666667
HU32,0.12653508771929825,73,38.666666666666664,-36.333333333333336,1,1,0,15.914285714285715,84.38571428571429,0.5983270762238148,0.08909727881483974,4.447178806774895,HU,47.0902,20.1424,1223.2,94.7,1.0,0.0,2.0,HU,0.703521919,8.6
HU33,0.0917812973185835,646,41.333333333333336,-33.666666666666664,1,1,0,17.228571428571428,71.54285714285713,0.6045296414468695,0.10622363346977488,4.284177520215264,HU,46.253,20.1414,1266.4,161.8,1.0,0.0,2.0,HU,0.703521919,5.466666667
ITC1,0.1381198941111633,454,128.0,53.0,0,1,0,14.214285714285714,174.75714285714284,0.6990649161251478,0.0158861454018174,5.16910317201081,IT,45.0703,7.6869,688.8,523.9,0.0,1.0,6.0,IT,0.661843506,5.8
ITC2,0.2012471655328798,55,158.66666666666666,83.66666666666666,0,1,0,12.542857142857144,39.05714285714286,0.7662163106508861,0.012430687382436972,3.6903070061051215,IT,45.4384,10.9916,777.1,411.3,0.0,1.0,6.0,IT,0.661843506,
ITC3,0.13375658181161026,169,127.66666666666667,52.66666666666667,0,1,0,18.2,294.59999999999997,0.7928845225296659,0.012859326319826041,5.689007189074046,IT,45.6495,9.1766,679.4,494.5,0.0,1.0,6.0,IT,0.661843506,7.166666667
ITC4,0.21049948859808318,650,162.66666666666666,87.66666666666666,0,1,0,15.757142857142856,419.92857142857144,0.7109484204915272,0.010157987632657335,6.042463155222655,IT,45.4642,9.19,697.9,476.9,0.0,1.0,6.0,IT,0.661843506,4.066666667
ITF1,0.2951859776168532,132,104.66666666666667,29.66666666666667,0,1,0,16.45714285714286,122.55714285714285,0.7029460838906016,0.028081944730641992,4.816703744257153,IT,41.563,14.663,1299.7,183.7,0.0,1.0,6.0,IT,0.661843506,5.9
ITF2,0.305,22,94.66666666666667,19.66666666666667,0,1,0,15.285714285714286,71.88571428571429,0.7462144058714122,0.04835411890448536,4.288892656652398,IT,41.4618,14.2681,1291.1,155.1,0.0,1.0,6.0,IT,0.661843506,13.1
ITF3,0.38573815735876116,444,80.66666666666667,5.666666666666671,0,1,0,12.757142857142856,429.3,0.7893384406896307,0.026705413966172483,6.064482639844554,IT,40.8518,14.2681,1348.7,188.4,0.0,1.0,6.0,IT,0.661843506,22.3
ITF4,0.11956726913248653,215,78.33333333333333,3.3333333333333286,0,1,0,11.87142857142857,210.47142857142856,0.771895158862895,0.03831842885565774,5.354089899864133,IT,41.1171,16.8719,1447.7,374.6,0.0,1.0,6.0,IT,0.661843506,15.13333333
ITF5,0.23883735312306742,63,86.0,11.0,0,1,0,13.071428571428571,59.44285714285714,0.6671345235981833,0.05104648640768177,4.101698408670709,IT,40.6387,15.8057,1438.5,310.2,0.0,1.0,6.0,IT,0.661843506,16.2
ITF6,0.14555770514749058,302,72.33333333333333,-2.6666666666666714,1,1,0,13.857142857142858,132.7,0.8113695833974449,0.045394619131938554,4.895598484107897,IT,38.9076,16.5887,1636.5,480.5,0.0,1.0,6.0,IT,0.661843506,26.0
ITG1,0.25267364492048033,227,76.0,1.0,0,1,0,12.4,196.34285714285716,0.8075642164440072,0.03809972410661422,5.284942607599559,IT,38.1157,13.3615,1583.4,427.5,0.0,1.0,6.0,IT,0.661843506,21.86666667
ITG2,0.2421965067846649,957,83.0,8.0,0,1,0,12.485714285714286,68.62857142857142,0.7909441994759435,0.04056456557606965,4.243174992135792,IT,40.1209,9.0129,1246.5,353.1,0.0,1.0,6.0,IT,0.661843506,19.46666667
LU00,0.08615907901622187,70,243.33333333333334,168.33333333333334,0,1,0,34.471428571428575,196.9857142857143,0.8681895322924038,0.003140579936510434,5.288194878019444,LU,49.6116,6.1319,187.1,0.0,0.0,0.0,3.5,LU,0.921103186,2.233333333
LV00,0.14315116811025405,22638,37.666666666666664,-37.333333333333336,1,1,0,26.8,33.8,0.7154272865338375,0.03955260836312391,3.5496173867804286,LV,56.9496,24.1052,1453.8,0.0,1.0,0.0,1.5,LV,0.5443115605,13.96666667
MT00,0.13794256490952006,97,80.66666666666667,5.666666666666671,0,1,0,15.442857142857145,1313.685714285714,0.7921062291993752,0.014064244874663947,7.1813529155035,MT,35.8989,14.5146,1850.3,0.0,0.0,1.0,2.0,MT,0.6699720980000001,6.766666667
NL11,0.05562184121297421,218,154.33333333333334,79.33333333333334,0,1,0,31.071428571428573,247.85714285714286,0.4752513847765976,0.014180564781407208,5.516879008357135,NL,52.7168,4.762,209.5,39.6,0.0,0.0,0.5,NL,0.920094469,3.933333333
NL12,0.0608305579964579,270,106.0,31.0,0,1,0,25.400000000000002,193.25714285714284,0.7264545320253812,0.02909937850790408,5.2691827600370456,NL,53.2012,5.7999,279.5,110.6,0.0,0.0,0.5,NL,0.920094469,3.333333333
